0.850,0.550
0.850,0.600
0.850,0.650
0.850,0.700
0.850,0.750
0.850,0.800
0.850,0.850
0.850,0.900
0.850,0.950
0.850,1.000
0.900,0.000
0.900,0.050
0.900,0.100
0.900,0.150
0.900,0.200
0.900,0.250
0.900,0.300
0.900,0.350
0.900,0.400
0.900,0.450
0.900,0.500
0.900,0.550
0.900,0.600
0.900,0.650
0.900,0.700
0.900,0.750
0.900,0.800
0.900,0.850
0.900,0.900
0.900,0.950
0.900,1.000
0.950,0.000
0.950,0.050
0.950,0.100
0.950,0.150
0.950,0.200
0.950,0.250
0.950,0.300
0.950,0.350
0.950,0.400
0.950,0.450
0.950,0.500
0.950,0.550
0.950,0.600
0.950,0.650
0.950,0.700
0.950,0.750
0.950,0.800
0.950,0.850
0.950,0.900
0.950,0.950
0.950,1.000
1.000,0.000
1.000,0.050
1.000,0.100
1.000,0.150
1.000,0.200
1.000,0.250
1.000,0.300
1.000,0.350
1.000,0.400
1.000,0.450
1.000,0.500
1.000,0.550
1.000,0.600
1.000,0.650
1.000,0.700
1.000,0.750
1.000,0.800
1.000,0.850
1.000,0.900
1.000,0.950
1.000,1.000
