alcohol,malic_acid,ash,class
-0.38369550514687295,-0.7238291645358985,-0.3893554139168453,B
-0.8778014911562286,0.4431329247388657,-0.5355690503666289,B
-1.7054290177218987,-0.31090411756175124,-0.31624859569195257,B
-0.6554537974520169,-0.7328057959918582,-0.6086758685915216,B
-1.4707286743674532,-0.19420790863427467,1.3652082234805785,B
-0.8778014911562286,-0.8315487420074154,-1.4128508690653407,B
-0.7789802939543575,-1.1367542115100455,-0.9742099597159848,B
-0.8778014911562286,0.7483383942414963,-0.572122459479076,B
-1.1372071338111391,-0.2301144344581136,-2.4363463242138366,B
-0.4948693519989778,-0.8943851621991332,-1.7052781419649117,B
-0.8160382429050584,0.1020209294123963,0.3417127683320813,B
-1.4583760247172195,-0.5532731668726638,-1.7783849601898039,B
-0.6060431988510825,-0.5442965354167041,-1.4128508690653407,B
-0.7172170457031872,0.19178724397199326,-0.3528020048043981,B
-0.9272120897571632,-0.5442965354167041,-0.9011031414910922,B
-0.3466375561961699,-0.5263432725047846,-0.31624859569195257,B
-0.964270038707864,-0.939268319478932,-1.559064505515126,B
-1.7177816673721322,-0.8854085307431735,1.2189945870307932,B
-1.903071412125639,1.2600063872312008,-1.997705414864481,B
-0.5936905492008488,0.08406766650047684,-0.7183360959288614,B
-1.5324919226186235,0.30848345289946993,2.0231695875046105,B
-1.964834660376809,-1.4329830495567168,0.4879264047818666,B
-1.1372071338111391,-0.8495020049193348,0.4879264047818666,B
-2.4342353470856977,-0.741782427447818,-0.6086758685915216,B
-1.4583760247172195,-0.7776889532716569,-1.3762974599528943,B
-0.7172170457031872,-0.6520161128882207,-0.6452292777039688,B
-0.28487430794500185,0.9817308120964492,-1.4128508690653407,B
-1.2360283310130102,0.9817308120964492,-1.339744050840448,B
-1.9154240617758749,0.057137772132597436,0.195499131882296,B
-1.7795449156233003,-0.25704432882599304,3.1563252699904467,B
-0.7172170457031872,1.8793939576924212,1.3286548143681314,B
0.06099988226154825,3.109192467158904,-0.8645497323786466,B
-1.3966127764660516,1.7716743802209045,0.08583890454495782,B
-1.1495597834613729,-0.15830138281043574,-0.7183360959288614,B
-0.7048643960529536,-0.7238291645358985,-0.27969518657950543,B
-1.4954339736679227,-0.18523127717831514,1.5114218599303622,B
-0.7789802939543575,-0.6340628499763014,-0.2431417774670599,B
-1.1866177324120757,1.7626977487649451,0.04928549543251068,B
-0.17370046109289708,-0.8854085307431735,-0.17003495924216727,C
-0.14899516179242764,0.5867590280342214,0.12239231365740333,C
-0.2354637093440652,-0.02365191097103996,0.12239231365740333,C
-0.37134285549663937,1.0894503895679657,-0.02382132279238197,C
-0.6060431988510825,-0.9841514767587306,-0.4259088230292907,C
-0.4948693519989778,0.11099756086835584,-0.6086758685915216,C
-0.9272120897571632,2.1397162699152537,0.6341400412316519,C
-0.5813378995506152,2.848870154936072,0.9996741323561152,C
0.6045164668718385,1.1253569153918046,-0.6452292777039688,C
-0.1984057603933643,0.5598291336663421,0.8900139050187754,C
-0.08723191354125955,0.4251796618269463,1.2189945870307932,C
0.44393202141879706,0.20076387542795315,-0.060374731904827485,C
0.6415744158225393,0.7483383942414963,1.2921014052556858,C
0.7651009123248776,2.3461787934023275,-0.060374731904827485,C
-0.9272120897571632,1.3856792276146368,-0.6086758685915216,C
0.19687902841412025,1.1074036524798851,-0.791442914153754,C
1.0862698032309606,2.4269684765059645,-0.4990156412541834,C
-0.16134781144266347,2.0409733238996965,0.4148195865569739,C
0.3945214228178625,0.8111748144332146,0.04928549543251068,C
0.0980578312122491,1.4036324905265565,-0.02382132279238197,C
0.6168691165220721,0.7034552369616978,0.9265673141312224,C
-0.26016900864453457,0.29950682144351004,0.4148195865569739,C
0.13511578016294998,-0.3916938006653888,1.401761632593024,C
0.28334757596575777,0.8650346031689726,-0.31624859569195257,C
-0.519574651299445,-0.939268319478932,-0.9742099597159848,C
0.20923167806435386,2.561617948345361,-0.17003495924216727,C
1.0368592046300238,1.6011183825576702,0.04928549543251068,C
-0.6801590967524864,0.6226655538580601,0.9996741323561152,C
