text,label
"From: steve-b@access.digex.com (Steve Brinich)
Subject: Re: Once tapped, your code is no good any more.
Organization: Express Access Online Communications, Greenbelt, MD USA
Lines: 5
Distribution: na
NNTP-Posting-Host: access.digex.net

  Agreed.  This is like the Bay of Pigs fiasco (planned by the Eisenhower
Administration but given the final green light by Kennedy).
  To be sure, hen it all went down, Kennedy was at least man enough to take
full responsibility, which is not what I expect from Slick Willie Clinton....

",11
"From: jodfishe@silver.ucs.indiana.edu (joseph dale fisher)
Subject: Re: Cell Church discussion group
Organization: Indiana University
Lines: 5

Then by that definition, I would be in a cell church only here at IU,
not when the whole group gets together at Indianapolis (>950 every week
in attendance).

Joe Fisher
",15
"From: pmontan@nswc-wo.navy.mil (Paul Montanaro)
Subject: Re: IIci -> Q700 upgrade?
Organization: NSWC
Lines: 44

In article <1993Apr15.164053.29298@thunder.mcrcim.mcgill.edu>,
dudek@daeron.mcrcim.mcgill.edu (Gregory Dudek) wrote:
> 
> In article <C5HA0x.11oq@austin.ibm.com> $LOGIN@austin.ibm.com writes:
> >
> >A while ago I posted a note asking for specs on the Quadra 700, and opinions on
> >the Q700 upgrade of a IIci vs. an accelerator card.  So far no responsed that
> >I've noticed.  Please let me know what you think of these possible upgrade
> >paths:  Cost, efficiency, pros/cons, etc.. Thanks!
> 
>   Complete Q700 are best obtained from your dealer or some recent
> copy of MacWorld or MacUser.  My foggy memory suggests that the most relevant
> comparison factors vis-a-vis a IIci are as follows:
> 
>   25 MHz 68040
>   16 Mhz data path (don't recall this for sure, but it's slower
>       than Q 950 style machines for sure).
>   Ethertalk card on-board
>   Audio in/out
>   4 MB RAM on motherboard
>   4 SIMM slots
>   2 NuBus slots.
>   More flexible build-in video than the CI.  Uses VRAM.
> 
> In comparison, a IIci with an accelerator won't give you
>   audio or ethernet  or the same video options.
>   With a 68040 accelerator, CPU performance can be comparable but I
>   think it ends up costing more.
> 
> Greg Dudek

  Actually, an accelerator such as the Daystar 33 MHz 68040 is cheaper than
upgrading to a Q700 (25 MHz).  The accelerator costs about $1400 whereas
the upgrade costs $2131 (just quoted from my dealer).  However the Q700
upgrade gives you very fast built in video that supports monitors up to 21""
with 8 bit depth and up to 16"" at 24 bit depth (with additional VRAM).  It
also has a SCSI port capable of a much faster throughput than the CI, which
makes a big difference if you have a fast hard drive.

  If the improved video and SCSI features are important to you, you're
better off getting the Q700 upgrade, otherwise save some money and get an
accelerator.

Paul
",4
"From: mike@hopper.Virginia.EDU (Michael Chapman)
Subject: Re: 4-plane Xterminal (Do I want one?)
Keywords: plane, Xterminal
Organization: ITC/UVA Community Access UNIX/Internet Project
Lines: 12

In article <C63srv.57w@watserv1.uwaterloo.ca> chudel@watarts.uwaterloo.ca (Chris Hudel) writes:
>
>
>PS: all R5 apps run on R4/R3 servers,right?

The 4-bit server should work fine.  As far as I know, Xterminals
running older versions can run the latest apps as long as the host 
machine has the R5 libraries installed. I could be wrong though.
-- 
mike@hopper.acs.virginia.edu 

""I will NOT raise taxes on the middle class."" -Unknown
",5
"From: jartsu@hut.fi (Jartsu)
Subject: Good display card for 14"" multisync?
Nntp-Posting-Host: lk-hp-20.hut.fi
Reply-To: jartsu@vipunen.hut.fi
Organization: Helsinki University of Technology, Finland
Lines: 20


Hi there!

I wonder if anyone knows and can recommend me a good NuBus display
card for driving a 14"" multisync (NEC 3D)?
The NEC 3D can do horizontal refresh from 15.5 kHz to 38 kHz and
vertical from 50 Hz to 90 Hz and can do max 1024x768 interlaced,
though I am looking for something more like 800x600 or 832x624
noninterlaced.
It would be very nice to find a card which can be programmed quite
freely within these limits and is capable to display at least
8bits/pixel, preferably more.

Is there anything on the market that comes even close?


Thanks

--
Jartsu
",4
"From: ry01@ns1.cc.lehigh.edu (ROBERT YUNG)
Subject: How long do monitors last????
Article-I.D.: ns1.1993Apr5.200422.65952
Organization: Lehigh University
Lines: 21

Well, my 14inch VGA 1024x758-interlacing 2.5 year old no brand monitor just
bit the bullet. I pressed the power switch and a few seconds later, the power
light went out with a POP. Gawd, it's only been two and half years.

How long would normal monitors last? I think the problem with my monitor is
the power switch... but the image was getting pretty dim anyway (I needed to
have my contrast all the way to the max...). And the screen did flicker from
time to time. Is this normal (hehehe) or do I just have the worst of luck???

Question: What do I do now???? Buy a new one? Get it fixed? Save up for a
*really* good one and get by with a cheap EGA monitor for now? I rather save
my money to upgrade my 386SX to 486-66 though...

Thanks!
-- 
===============================================================================
What engineers say:
    Extensive effort is being applied on a fresh approach to the problem.
What they *really* mean:
    We just hired three new guys; we'll let them kick it around for a while.
==================(Robert) Bobby Yung_____RY01@Lehigh.Edu======================
",3
"From: jmd@cube.handheld.com (Jim De Arras)
Subject: Re: Ban All Firearms !
Organization: Hand Held Products, Inc.
Lines: 34
Distribution: world
NNTP-Posting-Host: dale.handheld.com

In article <1993Apr14.183025.29688@sco.com> allanh@sco.COM (Allan J. Heim)  
writes:
> 
> papresco@undergrad.math.uwaterloo.ca (Paul Prescod):
> 
>    >Drugs are banned, please tell me when this supply will dry up?
> 
>    Drugs are easier to manufacture, easier to smuggle, easier to hide.
>    No comparison.
> 
> Then let's use another example--alcoholic beverages.  Bottles of whiskey
> are larger, heavier, and more fragile than bags of drugs.  Barrels and
> kegs are larger and heavier still, and are difficult to manipulate.
> Yet, a lot of people managed to get very rich off of the smuggling of
> booze into this country during the years of Prohibition.  There was a
> demand, so an entire industry formed to supply it.

I beleive this was the source of the Kennedy clan's money.
> 
> So unless there's something I'm missing, I think your argument that guns
> won't be smuggled because theyr'e more difficult to manufacture, smuggle
> and hide won't wash.  If enough people want something, somebody will try
> to supply it.
> -- 
> Allan J. Heim   allanh@sco.COM   ...!uunet!sco!allanh   +1 408 427 7813
Jim
--
jmd@handheld.com
-------------------------------------------------------------------------------
""I'm always rethinking that.  There's never been a day when I haven't rethought  
that.  But I can't do that by myself.""  Bill Clinton  6 April 93
""If I were an American, as I am an Englishman, while a foreign troop was landed  
in my country, I never would lay down my arms,-never--never--never!""
WILLIAM PITT, EARL OF CHATHAM 1708-1778 18 Nov. 1777
",16
"From: jmeritt@mental.MITRE.ORG (Jim Meritt - System Admin)
Subject: Identity crisis (God == Satan?)
Organization: UTexas Mail-to-News Gateway
Lines: 5
NNTP-Posting-Host: cs.utexas.edu

II SAMUEL 24: And again the anger of the LORD was kindled against Israel,
and he moved David against them to say, Go, number Isreal and Judah.

I CHRONICLES 21: And SATAN stood up against Isreal, and provoked David to
number Israel.
",19
"From: wdwells@nyx.cs.du.edu (David ""Fuzzy"" Wells)
Subject: Re: Space Debris
Organization: University of Denver, Dept. of Math & Comp. Sci.
Lines: 6

>There is a guy in NASA Johnson Space Center  that might answer 
>your question. I do not have his name right now but if you follow 
>up I can dig that out for you.

Keesler, Loftus, Potter, Stansbery, Kubriek....?

",14
"From: un026300@wvnvms.wvnet.edu
Subject: Re: How to beat the Pens
Organization: West Virginia Network for Educational Telecomputing
Lines: 6


	You can't.  But good luck trying.

	Jim


",10
"From: icop@csa.bu.edu (Antonio Pera)
Subject: ABC coverage
Distribution: usa
Organization: Computer Science Department, Boston University, Boston, MA, USA
Lines: 9
Originator: icop@csa


	I loved the ABC coverage. The production was excellent. The appearance
was excellent. It had a sleek modern look. This was the first time I heard
Thorne & Clement & I thought they were great. My only request is to leave
Al Micheals out of this. He annoys me. 
	I'm hoping this leads to a regular-season contract. My guess would
be is that it will be roughly a weekly game from Feb.-April and then the 
playoffs. I envy you Canadians with your TSN & CBC. Maybe I'll get a dish
to pick up Canadian TV. How much are those things, BTW?
",10
"From: blast@nntp.crl.com (Tim Keanini)
Subject: Mac SCSI spec?
Lines: 20
NNTP-Posting-Host: crl.com

I have a MacIIFX and I know that it is wired about its SCSI chain.

I just bought a drive and I need to find out a few hardcore SCSI question:

Does the IIFX SCSI chain want to see active or passive termination?

Does the IIFX SCSI spec want me to enable the initiation of the SDTR message?

WHat does the IIFX SCSI spec want as far as parity checking?

These are some very good questions for the FAQ.       
If someone does not have time to answer these questions but does know 
where I can look them up please let me know and I will repost the answers
for everyone to see.

thanks,

Tim Keanini        <timk@broder.com>  or  <blast@crl.com>
Sound Engineer         Broderbund Software

",4
"From: anderge@stein.u.washington.edu (Geoff Anderson)
Subject: Re: Fenway Gif
Organization: University of Washington, Seattle
Lines: 11
NNTP-Posting-Host: stein.u.washington.edu

In article <C5JB3D.9nt@umassd.edu> acsddc@smucs1.umassd.edu writes:
>I was wondering if anyone had any kind of Fenway Park gif.
>I would appreciate it if someone could send me one.
>Thanks in advance.
>
>-Dan

Me too!  I would like any park or action gif or jpeg about baseball.

Geoff

",9
"From: dealy@narya.gsfc.nasa.gov (Brian Dealy - CSC)
Subject: Re: XWindows always opaque
Organization: NASA/Goddard Space Flight Center
Lines: 57
Distribution: comp
NNTP-Posting-Host: narya.gsfc.nasa.gov
Keywords: xwindow, parent-child relation
Originator: dealy@narya.gsfc.nasa.gov



In article <hess.734959172@swt1>, hess@swt1.informatik.uni-hamburg.de (Hauke Hess) writes:
|> Hi,
|> 
|> I wonder if it is possible for a parent window to paint over the area of
|> its childs. If it is not, then how could it be possible to implement a 
|> rubberband across multiple xwindows to select the objects that are
|> displayed one in each window?
|> 
|> Hauke
|> 

If you specify the rootwindow when you are creating your GC. You may 
use Xlib to draw over multiple windows. 
I have an application that does something similar for rubber banding.

 curs_move = XCreateFontCursor (disp_data, XC_crosshair);

 geom_vals.foreground     = blck_pixl ^ grey_dark;
 geom_vals.plane_mask     = AllPlanes;
 geom_vals.line_width     = 0;
 geom_vals.function       = GXxor;
 geom_vals.subwindow_mode = IncludeInferiors;
 evnt_mask= GCForeground | GCPlaneMask | GCLineWidth | GCFunction
                                                     | GCSubwindowMode;
 geom_gcon= XCreateGC (disp_data, root_iden, evnt_mask, &geom_vals);



later I can move the rubber band or bands using the following logic

/**********************************************************************/
 void Tselect::move_bands (int delt_xloc, int delt_yloc)          /****/
stuff deleted ...
            XDrawRectangle (disp_data,   root_iden,  geom_gcon,
                            sele_pntr->rootx, sele_pntr->rooty,
                            sele_pntr->xlnth, sele_pntr->ylnth); undraw old one
            sele_pntr->papax+= delt_xloc;
            sele_pntr->papay+= delt_yloc;
            sele_pntr->rootx+= delt_xloc;
            sele_pntr->rooty+= delt_yloc;
            XDrawRectangle (disp_data,   root_iden,  geom_gcon, 
                            sele_pntr->rootx, sele_pntr->rooty,
                            sele_pntr->xlnth, sele_pntr->ylnth); draw new one
more stuff deleted
  hope this helps


-- 
Brian Dealy                |301-572-8267| It not knowing where it's at  
dealy@kong.gsfc.nasa.gov   |            | that's important,it's knowing
!uunet!dftsrv!kong!dealy   |            | where it's not at...  B.Dylan
-- 
Brian Dealy                |301-572-8267| It not knowing where it's at  
dealy@kong.gsfc.nasa.gov   |            | that's important,it's knowing
!uunet!dftsrv!kong!dealy   |            | where it's not at...  B.Dylan
",5
"From: hagins@avlin8.us.dg.com (Jody Hagins)
Subject: O's lose openr at home to Rangers
Reply-To: hagins@avlin8.us.dg.com
Organization: Data General Corporation, Linthicum, MD
Lines: 11

Sutcliffe gives up 3 HRs (Gonzales 1, Palmer 2) and Mills gives up
1 HR (Gonzales) to lose 7-4.  Sutcliffe

Texas     7 10  0 Lefferts 1-0
Baltimore 4  9  0 Sutcliffe 0-1

-- 
Jody Hagins -- hagins@avlin8.us.dg.com
Data General Corporation, Linthicum, MD


",9
"From: jhesse@netcom.com (John Hesse)
Subject: Re: Secret algorithm [Re: Clipper Chip and crypto key-escrow]
Keywords: encryption, wiretap, clipper, key-escrow, Mykotronx
Organization: Netcom - Online Communication Services (408 241-9760 guest)
Lines: 34

In article <1qnupd$jpm@news.intercon.com> amanda@intercon.com (Amanda Walker) writes:
>jhesse@netcom.com (John Hesse) writes:
>> Oh great. Wonderful news. Nobody can listen in--except the feds. 
>
>Hey, it's better than the status quo.
>
>I am far less worried about ""the feds"" tapping my phone than high school 
>scanner surfers who get their kicks out of eavesdropping on cellular and 
>cordless phone calls.
>

Really? Why are so you worried about high school kids ""getting their kicks""
with scanners, as compared to what the feds can do, and have done, to their
targets?

""Better than the status quo"" isn't good enough, I'd say. The same 
technology could be implemented WITHOUT a back door open to the state.

We all know about power and corruption. But we all know that abuse is
something that only happens to the other guy.

>
>Amanda Walker
>InterCon Systems Corporation
>
>


-- 
------------------------------------------------------------------------------
John Hesse           |          A man,     
jhesse@netcom.com    |                 a plan, 
Moss Beach, Calif    |                         a canal, Bob.
------------------------------------------------------------------------------
",11
"From: mjones@watson.ibm.com (Mike Jones)
Subject: Re: So Far , So Good (THE RED SOX)
Reply-To: mjones@donald.aix.kingston.ibm.com
Disclaimer: This posting represents the poster's views, not necessarily those of IBM.
Nntp-Posting-Host: fenway.aix.kingston.ibm.com
Organization: IBM AIX/ESA Development, Kingston NY
Lines: 68

ec003b@uhura.cc.rochester.edu (Wizard) writes:
>I have posted two new postings on the net, since I discovered how to use it,
>and both times I received redicule for predicting the Red Sox as high as
>Third in the AL East.  Id like to hear why it is people dont think the Sox
>can be as high as Third this year.  Here are some of my observations:

Well, had you been a bit less exuberant in both the tone and substance of
your predictions, the responses would probably have been a bit more
measured. Be that as it may....

>1. Roger and Frank are in vintage form, and the Sox are rresponding to them.
Clemens is always in this form, and Viola isn't really performing beyond
what might reasonably have been expected. How do you know that the Sox are
responding to them, and not to Al Bumbry, Hobson, or (my most likely
suspect) new hitting coach Mike Easler? I certainly am more likely to give
Easler credit for Mo Vaughhn's hot start than Clemens or Viola.

>2. Greenwell is hitting as he did before his injuries.
This was the optimistic scenario, but not unreasonably so. He hasn't shown
much power yet, though.

>3. Dawson is providing the leadership and some hitting they need from him.
How can you tell that Dawson is providing the leadership? Perhaps it's
Calderon? Perhaps it's Clemens and Viola? Maybe Hobson is finally showing
those people skills he was supposed to have when they hired him. Or maybe
it's all a myth. And Dawson has been hitting reasonably well, but not as
well as Greenwell, Vaughn, Cooper, or Fletcher.

>4. Russell is finishing well.
In three games. Why don't we look at this one again in, say, July?

>5. Fletcher is hitting well as a leadoff hitter.
A bit better than could reasonably have been expected. But don't forget that
Zupcic looked like Wade Boggs lite for about 75 AB's last year. Beware of
small sample sizes. Still, if Fletcher hits as well as he did last year he'd
be a great improvement over any Sox leadoff hitter from last year. Be aware
that his career numbers seem to indicate that he puts up good numbers as
long as he doesn't have to make more than 300 AB or so in a year.

>6. Cooper is hitting well (I think he'll be better then Boggs in the field
>and just as good at the plate)
Ummm...sorry, no. I can buy the ""in the field"" part, and I think he'll be
better at the plate than the 1992 Boggs, but in general Cooper, while he'll
be a pretty good hitter, couldn't carry Boggs' jockstrap. With a little
luck, he could be the fourth or fifth best 3B in the AL (Martinez, Boggs,
Ventura, and Palmer will all be better).

>If the sox Pitch like last year (they have a better pitchiong staff, now)
>and hit like they are so far, they coiuld run away with thee division. but
>since I think that their hitting and pitching may not be up to the challenge
>of running away with the division, I think that they win be over .500 and at
>least Third if not Second or First.

See, here is where you make that quick left turn off into the aether. .500
is plausible, third is not unlikely, but phrases like ""could run away with
the division"" are likely to get you a visit from the men in the white
coats. It's not really clear that their staff is better than last year. If
Russell does well, Darwin doesn't go on the DL, and Hesketh doesn't pitch
just barely well enough to avoid losing his spot in the rotation, they could
be better. On the other hand, if Hesketh pitches miserably and they're too
stupid to move him to the pen and bring up Conroy or somebody, Fossas
continues to pitch dismally but they keep giving him innings becasue he's a
lefty, and Russell explodes they could be pretty bad.

 Mike Jones | AIX High-End Development | mjones@donald.aix.kingston.ibm.com

God is a comedian playing to an audience that is afraid to laugh.
	- Mark Twain
",9
"From: ss6349@csc.albany.edu (Steven H. Schimmrich)
Subject: Looking for Christians in Urbana, Illinois...
Distribution: usa
Organization: Department of Geological Sciences, SUNY at Albany
Lines: 12


   I apologize if this post isn't entirely appropriate for the newsgroup.

   I would like to correspond with any Christians attending the University
of Illinois at Urbana-Champaign.  I will be transfering there in August to
complete my Ph.D. and I thought it would be nice to correspond with people
before I moved out.

--
Steven H. Schimmrich     Department of Geological Sciences         ""Non semper
ss6349@csc.albany.edu    State University of New York at Albany   ea sunt quae
ss6349@albnyvms.bitnet   Albany, New York 12222  (518) 442-4466   videntur.""
",15
"From: cudep@csv.warwick.ac.uk (Ian Dickinson)
Subject: Re: SVR4.x binary dists (was Re: RFD: to create comp.unix.sys5.univel)
Organization: Team Limpid's Meathead With Aptitude - Kunst und Wahnsinn
Lines: 21
NNTP-Posting-Host: spatula.csv.warwick.ac.uk

In article <rick.734610425@digibd> rick@digibd.digibd.com (Rick Richardson) writes:
>The other scary thing is that I ship libxcl.so with the 6 functions
>in it;  how many other libxcl.so type libraries will be shipped by
>other vendors?  Should I trademark the name libxcl.a? What if
>some clown uses that name and only puts 4 of the troublesome
>functions in it?

Does USL SVR4 support LD_RUN_PATH a la Solaris 2?
Or an equivalent?

If so, you can put the library in a package specific lib directory,
compile the app with LD_RUN_PATH defined, and all should work.

Besides, I'd say name it libPACKAGExcl.a if possible.

Cheers,
-- 
\/ato - Ian Dickinson - NIC handle: ID17          This article is dedicated to
vato@csv.warwick.ac.uk  ...!uknet!warwick!vato        those who disapprove but
/I=I/S=Dickinson/OU=CSV/O=Warwick/PRMD=UK.AC/ADMD= /C=GB/          continue to
@c=GB@o=University of Warwick@ou=Computing Services@cn=Ian Dickinson      read
",5
"From: jmd@cube.handheld.com (Jim De Arras)
Subject: Re: My Gun is like my American Express Card
Organization: Hand Held Products, Inc.
Lines: 22
Distribution: usa
NNTP-Posting-Host: dale.handheld.com

In article <93109.172450U28037@uicvm.uic.edu> Jason Kratz 
[...]

> It is kind of funny though how you were the only one who picked up
> the part about my sister being a social worker and keeping me up to date on  
the
> gang thing.  Everyone else seemed to just skim by that part.
> 
> Jason


I guess that just means ""Everyone else"" was mistaken?

Jim
--
jmd@handheld.com
-------------------------------------------------------------------------------
""I'm always rethinking that.  There's never been a day when I haven't rethought  
that.  But I can't do that by myself.""  Bill Clinton  6 April 93
""If I were an American, as I am an Englishman, while a foreign troop was landed  
in my country, I never would lay down my arms,-never--never--never!""
WILLIAM PITT, EARL OF CHATHAM 1708-1778 18 Nov. 1777
",16
"From: betz@gozer.idbsu.edu (Andrew Betz)
Subject: Re: BATF/FBI Murders Almost Everyone in Waco Today! 4/19
Nntp-Posting-Host: gozer
Organization: SigSauer Fan Club 
Lines: 31

In article <C5rynw.Iz8@news.udel.edu> roby@chopin.udel.edu (Scott W Roby) writes:
>And I suppose the FBI also prevented them from coming out with their 
>hands up while national tv cameras watch.
>
Watch from where?  Two miles away?  Far enough away that whatever
really happenned must be explained through the vengeful filter of
a humiliated agency that said (quote!) ""Enough is enough.""

>scenario that is simplest and most plausible.  I do not generally 
>believe in conspiracy theories that involve complicated and unlikely 
>scenarios.

The FBI sent letters to Martin Luther King's wife insinuating
that MLK was having an affair!  Again, please tell us exactly
how much you trust our supposedly benevolent government.

>The BATF is by no means devoid of fault in the handling of this affair.
>But to suggest that they may have intentionally started the fire is 
>ludicrous.

I suspect that there were plenty of camerapeople willing to
risk small arms fire to get some good footage.  These people
were told to get the hell out of camera range.  Why?

Drew 
--
betz@gozer.idbsu.edu
*** brought into your terminal from the free state of idaho ***
*** when you outlaw rights, only outlaws will have rights   ***
*** spook fodder: fema, nsa, clinton, gore, insurrection, nsc,
    semtex, neptunium, terrorist, cia, mi5, mi6, kgb, deuterium
",16
"From: pspod@bigbird.lerc.nasa.gov (Steve Podleski)
Subject: Re: Founding Father questions
Nntp-Posting-Host: bigbird.lerc.nasa.gov
Organization: NASA Lewis Research Center [Cleveland, Ohio]
Lines: 21

arc@cco.caltech.edu (Aaron Ray Clements) writes:
>Wasn't she the one making the comment in '88 about George being born with
>a silver foot in his mouth?  Sounds like another damn politician to me.
>
>Ain't like the old days in Texas anymore.  The politicians may have been
>corrupt then, but at least they'd take a stand.  (My apologies to a few
>exceptions I can think of.)  
>
>News now is that the House may already have a two-thirds majority, so 
>her ""opposition"" out of her concern for image (she's even said this
>publicly) may not matter.

Do people expect the Texans congressmen to act as the N.J. Republicans did?
-- 

-----------------------------------------------------------------------------
Steve Podleski			|     phone: 216-433-4000
NASA Lewis Research Center     	|    
Cleveland, Ohio  44135         	|     email: pspod@gonzo.lerc.nasa.gov 
-----------------------------------------------------------------------------

",16
"From: Chris W. Johnson <chrisj@emx.cc.utexas.edu>
Subject: Re: New DC-x gif
Organization: University of Texas at Austin Computation Center
Lines: 20
Distribution: world
NNTP-Posting-Host: gargravarr.cc.utexas.edu
X-UserAgent: Nuntius v1.1.1d20
X-XXMessage-ID: <A7F316D13D01BE1F@gargravarr.cc.utexas.edu>
X-XXDate: Thu, 15 Apr 93 19:42:41 GMT

In article <Cohen-150493082611@q5022531.mdc.com> Andy Cohen,
Cohen@ssdgwy.mdc.com writes:
> I just uploaded ""DCXart2.GIF"" to bongo.cc.utexas.edu...after Chris Johnson
> moves it, it'll probably be in pub/delta-clipper.

Thanks again Andy.

The image is in pub/delta-clipper now. The name has been changed to 
""dcx-artists-concept.gif"" in the spirit of verboseness. :-)

----Chris

Chris W. Johnson

Internet:   chrisj@emx.cc.utexas.edu
UUCP:       {husc6|uunet}!cs.utexas.edu!ut-emx!chrisj
CompuServe: >INTERNET:chrisj@emx.cc.utexas.edu
AppleLink:  chrisj@emx.cc.utexas.edu@internet#

...wishing the Delta Clipper team success in the upcoming DC-X flight tests.
",14
"From: maridai@comm.mot.com (Marida Ignacio)
Subject: Re: ""Accepting Jesus in your heart...""
Organization: trunking_fixed
Lines: 34


    |whitsebd@nextwork.rose-hulman.edu (Bryan Whitsell) writes:           
    |                                                                     
    |> Religion (especially Christianity) is nothing more than a DRUG.    
    |> Some people use drugs as an escape from reality.  Christians inject
    |> themselves with jeezus and live with that high.                    
    |                                                                     
    |Your logic is falty.  If Christianity is a DRUG, and once we die we  
    |die, then why would you be reluctant to embrase this drug so that    
    |while you are alive you enjoy yourself.                              
    |                                                                     

Pardon the harshness that follows...

Once, I told a cradle christian: Please do not take advantage of Jesus
or anybody for the sake of your own (selfish) realization or search
for true faith/religion/belonging/'being in'/fear of hell/vanity/etc.  
Instead of serving yourself, _we must be serving Him_.  
*Until you have comprehended this truth, you are only doing things for your 
own egoism.*

Let us not use Jesus, our religion, the Bible, anything or
anybody as a means of escape or getting ecstatic or high.
We are God's children and we must have a true and authentic
relationship with our Father with obedience, faith, hope and 
love and works (the last as the most important).

Beware of our 'materialistic', 'worldly' and 'selfish' motives.  
Atheists have this ground against us and I believe they are right about
*some* who call themselves 'christians'.

-Marida
 ""...spreading Gods words through actions...""
  -Mother Teresa
",15
"From: pbarone@x102a.ess.harris.com (barone philip 00309)
Subject: USENET Playoff Pool
Nntp-Posting-Host: x102a.ess.harris.com
X-Newsreader: Tin 1.1 PL4
Organization: Harris ESS, Melbourne, Fla.
Lines: 15

I saw a previous request for the Rules and Instructions for the USENET 
playoff pool but I haven't seen any responce. Does anybody have this info?
If so post away or you could mail it to me. Thanks in advance.


--
============================================================================
Phil Barone                  \       Internet:  pbarone@x102a.ess.harris.com
Harris Corporation GISD       \
Cape Canaveral A.F.S.          \
407-853-8169                    \
============================================================================



",10
