content,target,target_names
" In article <1993Apr10.145502.28866@iti.org>, aws@iti.org (Allen W. Sherzer) writes... >In article <9APR199318394890@judy.uh.edu> wingo%cspara.decnet@Fedex.Msfc.Nasa.Gov>  >>>BTW, universities do the same thing. They however, have a wrap of >>>10% to 15% (again, this is over and above any overhead charge). >  >>Wrong Allen. The max overhead charge is ALL of the charge. There is no >>seperately budgeted overhead in any shape size form or fashion.  >  >A professor at the University of Virginia told me their wrap was about >15%. The subcontracts I have let out and worked on for other universities >are about the same. My employer (a non-profit research institute) does >the same. This is generally reffered to as the fee. >   I dont care who told you this it is not generally true. I see EVERY single line item on a contract and I have to sign it. There is no such thing as wrap at this university. I also asked around here. Ther is no wrap at  Marquette, University of Wisconsin Madison, Utah State, Weber State or Embry Riddle U. I am not saying that it doees not happen but in every instance that I have been able to track down it does not. Also the president of our University who was Provost at University of West Virgina said that it did not happen there either and that this figure must be included in the overhead to be a legitimate charge.  >>How do  >>I know? I write proposals and have won contracts and I know to the dime >>what the charges are. At UAH for example the overhead is 36.6%. >  >Sounds like they are adding it to their overhead rate. Go ask your >costing people how much fee they add to a project. >  I did they never heard of it but suggest that, like our president did, that any percentage number like this is included in the overhead.  >>If you have some numbers Allen then show them else quit barking.  >  >I did Dennis; read the article. To>the Reston costing department says Freedom can be built for about $1.8B >a year and operated for $1B per year *IF* all the money where spent on >Freedom. Since we spend about half a billion $$ more per year it looks >like roughly 25% of the money is wasted. Now if you think Im making >this up, you can confirm it in the anonymous editorial published a few >weeks ago in Space News. >  No Allen you did not. You merely repeated allegations made by an Employee of the Overhead capital of NASA. Nothing that Reston does could not be dont better or cheaper at the Other NASA centers  where the work is going on. Kinda funny isnt it that someone who talks about a problem like this is at a place where everything is overhead.  >This Dennis, is why NASA has so many>anything is wrong unless you can blame it on Congress. Oh, sure, youll >say NASA has problems but do you believe it? Remember the WP 02 >overrun? You insisted it was all congresses fault when NASA management >knew about the overrun for almost a year yet refused to act. Do you >still blame Congress for the overrun? >  Why did the Space News artice point out that it was the congressionally demanded change that caused the problems? Methinks that you are being  selective with the facts again.  >>By your own numbers Allen, at a cost of 500 million per flight the >>service cost of flying shuttle to SSF is 2 billion for four flights, so how >>did you get your one billion number? >  >I have no idea what your trying to say here Dennis. >  >  Allen >--   If it takes four flights a year to resupply the station and you have a cost of 500 million a flight then you pay 2 billion a year. You stated that your ""friend"" at Reston said that with the current station they could resupply it for a billion a year ""if the wrap were gone"". This merely points out a  blatent contridiction in your numbers that understandably you fail to see.  Dennis, University of Alabama in Huntsville.  Sorry gang but I have a deadline for a satellite so someone else is going to have to do Allens math for him for a while. I will have little chance to do so.  ",1,sci.space
" In article <1radsr$att@access.digex.net> prb@access.digex.com (Pat)      What  evidence  indicates that Gamma Ray bursters are very far away?  Their distribution is very isotropic and the intensity distribution, crudely speaking, indicates were seeing an edge to the distribution.     Given the enormous  power,  i was just wondering,  what if they are    quantum  black holes or something  like that  fairly close by?     Why would they have to be at  galactic ranges?     Now, in the good old days before GRO data, it was thought the gamma bursters were neutron stars in the galaxy, it was expected that GRO would confirm this by either showing they were a local population (within a few hundred light years) or that they were in the galactic halo. (Mechanism was not known but several plausible ones existed) (also to be fair it was noted that the _brightest_ burster was probably in the LMC, suggesting theorists might be wrong back then...) 	As the Sun is not at the center of the galaxy a halo population should show anisotropy (a local disk population is ruled out completely at this stage) - to avoid the anisotropy you have to push the halo out, the energy then gets large, the mechanism of getting NS out that far becomes questionable, and we should start to see for example the Andromedas bursters. 	The data is consistent with either a Oort cloud distribution (but only just) - but no one can think of a plausible source with the right spectrum. Or, it can be a cosmological distances (hence isotropy) and the edge is ""the edge of the Universe"" ;-) If at cosmological distances you need very high energy (to detect) and a very compact source (for spectrum), ergo a neutron star colliding with another neutron star or black hole. Even then getting the spectrum is very hard, but conceivable.  	If we know anything about physics at that level, the bursters are not due to quantum black holes or cosmic strings, wrong spectrum for one thing.  The situation is further complicated by recent claims that there are two classes of sources ;-)  [in the colliding NS theyd actually probably fit relatively easily into the NS-NS and NS-BH collision scenarios respectively]     my own pet theory is that its  Flying saucers  entering    hyperspace :-)     but the reason i am asking is that most everyone assumes  that they    are  colliding nuetron stars  or  spinning black holes,  i just wondered    if any mechanism could exist  and place them  closer in.  If you can think of one, remember to invite me to Stockholm...  *  Steinn Sigurdsson   			Lick Observatory      	* *  steinly@lick.ucsc.edu		""standard disclaimer""  	* *  The laws of gravity are very,very strict			* *  And youre just bending them for your own benefit - B.B. 1988* ",1,sci.space
" The following press release was distributed April 1 by NASA Headquarters.  Space Station Redesign Advisory Members Named  Along with Dr. Charles M. Vest, recently named by Vice President Albert Gore to head the advisory committee on the redesign of the Space Station, NASA has announced the names of representatives from government and industry and academic experts from across the country to participate in an independent review of the redesign options being developed by NASA.  ""I am extremely honored to have been selected to lead this important review panel. Americas future in science and technology and as a world leader in space demands our utmost attention and care,"" said Vest. ""We have assembled a diverse panel of experts that, I believe, will bring the appropriate measures of insight, integrity and objectivity to this critical task.""  The advisory committee is charged with independently assessing various redesign options of the space station presented by NASAs redesign team, and proposing recommendations to improve efficiency and effectiveness of the space station program. Space station international partners also are being asked to  participate and will be named at a later date. The advisory committee will submit its recommendations in June.  Advisory committee members named today Dr. Charles Vest              Dr. Bobby Alford President, MIT                Executive VP & Dean of Medicine                               Baylor College of Medicine  Mr. Jay Chabrow               Dr. Paul Chu President, JMR Associates     Director, Texas Center for                               Superconductivity                               University of Houston  Dr. Ed Crawley                Dr. John Fabian Prof of Aero & Astro          President & CEO MIT                           ANSER  Maj. Gen. James Fain          Dr. Edward Fort Deputy Chief of Staff for     Chancellor Requirements; Headquarters    North Carolina AT&T USAF Materials Command        State University  Dr. Mary Good                 Mr. Frederick Hauck Senior VP of Technology       President, International Technical Allied Signal, Inc.           Underwriters  Dr. Lou Lanzerotti            Mr. William Lilly Chair, Space Sciences         National Academy of Public Board, National Research      Administration Council  Mr. Duane McRuer              Dr. Brad Parkinson President Systems Technology  Prof of Astro & Aero                               Stanford University  Dr. Robert Seamans            Dr. Lee Silver Former NASA Deputy Admin.     W.M. Keck Foundation Professor                               for Resource Geology                               California Institute of                               Technology  Dr. Albert ""Bud"" Wheelon Retired CEO Hughes Aircraft  ",1,sci.space
   Could someone post the Flyers record with and without Eric Lindros in the lineup   I have a guy that is trying to compare the Quebec/Flyers trade to the   Dallas/Minnesota trade in the NFL(Hershel Walker)  I just need the stat to back up my point that Eric will be one of the next  great players  thanks  john ,0,rec.sport.hockey
" In article <1993Apr21.130259.3773@atlastele.com> brians@atlastele.com (Brian Sheets)>Does anyone have a file manager that runs under UNIX/X11R5?? >  xdtm is working looking at, as is ftptool.  There really isnt anything of any quality that Ive seen though, and Im seriously considering writing one on my own.  --  mike@hopper.acs.virginia.edu   ""I will NOT raise taxes on the middle class."" -Unknown ",2,comp.windows.x
" In article <1993Apr22.162501.747@indyvax.iupui.edu>, tffreeba@indyvax.iupui.edu> In my first posting on this subject I threw out an idea of how to fund > such a contest without delving to deep into the budget.  I mentioned > granting mineral rights to the winner (my actual wording was, ""mining > rights.)  Somebody pointed out, quite correctly, that such rights are > not anybodys to grant (although I imagine it would be a fait accompli > situation for the winner.)  So how about this?  Give the winning group > (I cant see one company or corp doing it) a 10, 20, or 50 year > moratorium on taxes. >  > Tom Freebairn    Who says there is no mineral rights to be given? Who says? The UN or the US Government?  Major question is if you decide to mine the moon or Mars, who will stop you? The UN cant other than legal tom foolerie.. Can the truly inforce it?  If you go to the moon as declare that you are now a soverign nation, who will stop you from doing it. Maybe not acknowledge you?   Why cant a small company or corp or organization go an explore the great beyond of space? what right does earth have to say what is legal and what is not.. Maybe I am a few years ahead on this.. It is liek the old Catholic Church  stating which was Portugals and what was Spains, and along came the Reformation and made it all null and void..   What can happen is to find a nation which is acknowledged, and offer your services as a space miner and then go mine the asteroids/mars/moon or what ever.. As long as yur sponsor does not get in trouble.. Basically find a country who wants to go into space, but cant for soem reason or another, but who will give you a ""home"".. Such as Saudia Arabia or whatever.. There are nations in the World who are not part of the UN, got to them and offer your services and such.. I know that sound crazy, but. is it.. Also once you have the means to mine the moon (or whatever) then just do it. The UN if done right can be made to be so busy with something else, they will not care..  If your worried about the US, do the same thing..  Why be limited by the short sighted people of earth.. After all they have many other things to worry about that if someone is mining the Moon or MArs or what ever.. Basically what I am saying is where is that drive of yeasteryears to go a little bit farther out, to do jus ta  little bit more, and to tell the crown to piss off.. If my ancestors thought the way many today think, Id have been born in Central Europe just north of the Black Sea..  I just read a good book, ""Tower of the Gods"" Interesting..  == Michael Adams, nsmca@acad3.alaska.edu -- Im not high, just jacked     ",1,sci.space
" What in blazes is going on with Wayne Matson and gang down in Alabama?  I also heard an unconfirmed rumor that Aerospace Ambassadors have disappeared.  Can anyone else confirm??  ++Rob Landis    STScI, Baltimore, MD   ",1,sci.space
" In article <15APR199320340428@stdvax> abdkw@stdvax (David Ward)>In article <C5JLwx.4H9.1@cs.cmu.edu>, ETRAT@ttacs1.ttu.edu (Pack Rat) writes... >>There has been something bothering me while watching >>NASA Select for a while.  Well, I shouldnt say >>bothering, maybe wondering would be better.  When >>they are going to launch they say (sorry but I forget >>exactly who is saying what, OTC to PLT I think) >>""Clear caution & warning memory.  Verify no unexpected >>errors. ..."".  I am wondering what an ""expected error"" might >>be.  Sorry if this is a really dumb question, but > > >In pure speculation, I would guess cautions based on hazardous >pre-launch ops would qualify.  Something like "">have just been armed.""    Also in pure Parity errors in memory or previously known conditions that were waivered.    ""Yes that is an error, but we already knew about it""  Any problem where they decided a backup would handle it.  Any problem in an area that was not criticality 1,2,3..., that is, any    problem in a system they decided they could do without.  Id be curious as to what the real meaning of the quote is.  tom ",1,sci.space
"X-X-            <1q1kia$gg8@access.digex.net> In <1q1kia$gg8@access.digex.net> Pat>In article <19930408.043740.516@almaden.ibm.com> nicho@vnet.ibm.com>>In <1q09ud$ji0@access.digex.net> Pat>>>Why is everyone being so critical of B2? >> Because its bogus science, promoted as real science. >It seems to me, that its sorta a large engineering project more >then a science project.   Bingo. >B2 is not bench science,  but rather a large scale attempt to >re-create a series of micro-ecologies.   whats so eveil about this?  Nothing evil at all. Theres no actual harm in what theyre doing, only how they represent it.   -----------------------------------------------------------------  .sig files are like strings ... every yo-yos got one.  Greg Nicholls ... nicho@vnet.ibm.com (business) or                   nicho@olympus.demon.co.uk (private) ",1,sci.space
" Just heard on the news that Mike Keenan formerly of the Blackhawks, Flyers, and General of a Siberian Prison has just signed to coach the Rangers.  The Rangers, who won the Presidents Cup last year have slipped just a bit at the end of the season and are destined to finish last behind the lowly Flyers. The Flyers fans are going to be disappointed on Keenans decision, because they were very interested in him.  Oh well.  Go CAPS!!!!!!!  Connin --  ",0,rec.sport.hockey
" In article <1993Apr18.153820.10118@alchemy.chem.utoronto.ca> golchowy@alchemy.chem.utoronto.ca (Gerald Olchowy) >>on all replays, joe murphys goal shouldnt have counted !  >>the game would have ended in 2-2 tie !  >I thought the red light went on...thus, in the review, the presumption >would be to find conclusive evidence that the puck did not go in the >net...from the replays I say, even from the rear, the evidence wasnt >conclusive that the puck was in or out...in my opinion...  I was under the impression that the objective is to find conclusive evidence that the puck _did_ cross the line.  And, the replays I saw showed  fairly conclusively that the puck did _not_ cross the goal line at any time anyway.  Somebody screwed up.     dchhabra@stpl.ists.ca  ",0,rec.sport.hockey
 Could someone please post the rosters for the College Hockey All-Star game East and West Rosters?  Thanks in advance. ,0,rec.sport.hockey
"  Help!  Im trying to run dxterms (DECs xterm) on a DECstation 5000/240 (Ultrix 4.3, X11R4, Motif 1.1.3) with the DISPLAY variable set to an Apollo DN2500 (Domain/OS 10.3, X11R4, Motif ?.?).  I get these errors appearing on the > dxterm X ToolkitX ToolkitX ToolkitX ToolkitX ToolkitX ToolkitX ToolkitX ToolkitSegmentation fault >  Any ideas? Is it a Motif problem...are the DEC and Apollo versions of Motif incompatible? Or something to do with XKeysymDB?  (xterms run fine on DEC displaying on Apollo..arggh)  I need to run dxterm because the package we are using on the DECs, Oracle Case, uses dxterm by default, and we have a lab of Apollo workstations we would like to run Oracle from.  Andrew ""Alf"" Leahy, alf@st.nepean.uws.edu.au -- __________________________________________________________________________ Andrew ""Alf"" LeahyUni. Western Sydney, Nepean.Sydney, Australia.",2,comp.windows.x
" An excellent reference for non-technical readers on the ORION system is ""The Starflight Handbook"", by Eugene Mallove and Gregory Matloff, ISBN 0-471-61912-4. The relevant chapter is The book also contains lots of technical references for the more academically inclined.   Enjoy! --- C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/ C/    Nathan F. Wallace                   C/C/           ""Reality Is""         C/ C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/C/     ",1,sci.space
" In article <1pfkf5$7ab@access.digex.com> prb@access.digex.com (Pat) >Only one problem with sending a corp of Small astronauts. >THey may want to start a galactic>complex you know.  Genghis Khan was a little guy too.  Id bet >Julius caesar never broke 51"".  I think you would lose your money. Julius was actually rather tall for a Roman. He did go on record as favouring small soldiers though. Thought they were tougher and had more guts. He was probably right if you think about it. As for Napoleon remember that the French avergae was just about 5 feet and that height is relative! Did he really have a complex?  ObSpace :  We have all seen the burning candle from High School that goes out and relights. If there is a large hot body placed in space but in an atmosphere, exactly how does it heat the surroundings? Diffusion only?  Joseph Askew  --  Joseph Askew, Gauche and Proud  In the autumn stillness, see the Pleiades, jaskew@spam.maths.adelaide.edu  Remote in thorny deserts, fell the grief. Disclaimer? Sue, see if I care  North of our tents, the sky must end somwhere, Actually, I rather like Brenda  Beyond the pale, the River murmurs on. ",1,sci.space
"  Im an new to this.  Having found some files (public) to look into, I ftped them to a system I have access to.  I then used kermit to transmit them via modem to my host computer, a PC-based file system.  I access internet through modem access to a university mainframe.  From the PC file server, I pull the files to a disk, and then pull them from disk to a SGI Indigo (the SGI is not networked yet).  When I try to uncompress and un-tar the files, they either come out as garbage or I get an error in the tar process about directories being invalid. What Im wondering about is the transfer of UNIX files (compressed, binary,ascii) about multiple platforms.  My guess is that it is the copy to a dos disk that is screwing things up.  Any help is appreciated. bob ",2,comp.windows.x
" In <9304211637.AA03386@blue.arbortext.com> rps@arbortext.COM (Ralph Seguin) >My question is>of CapsLock and/or NumLock is?  I dont know any way except to see what modifiers are on in th Keypress event.  Of course if there is some reason why you need to always know the state of modifiers even if your windows dont have the keyborads focus you can always ask for KeyPress events from the root window.  Then you get all the KeyPresses and you always know what have been pressed.  >An even more pointed>keyboard act like a PC keyboard?  ie, CapsLock is active, and the user >presses shift-a, Id like to get a lowercase a instead of A.  I think this is just a question of how to implement XLookupString. You can always write another function that interprets the KeyPresses as you like.  You can look at the implementation of XLookupString from the Xlib sources and then modify it a little bit. --          Sami.Tikka@hut.fi | /G=Sami/S=Tikka/O=hut/ADMD=fumail/C=fi/                            ""Live Long and Prosper!"" ",2,comp.windows.x
" In article <C5r25y.HFz@cs.columbia.edu> ethan@cs.columbia.edu (Ethan Solomita)|> |>	Hi. Im trying to figure out how to make a window manager |>place the window where the create window command tells it, |>regardless of what it may think is right. (my application has |>reason to know better) |> |>	I dont want to set the override-redirect because I do |>want all the embellishments that the window manager gives, I just |>want the wm to accept my choice of location.   What ""it may think is right"" may be exactly what the user wants. Assuming that your application ""has reason to know better"" is, IMHO, anti-social.  If I start your application with a -geometry option are you going to ignore that as well?  Theres really no way to force a window manager to do much of anything if its managing your window.  You can ask, you can hint, but theres no guarantee that youre going to get what you want.  -- Tom LaStrange        toml@boulder.ParcPlace.COM ",2,comp.windows.x
" rauser@fraser.sfu.ca (Richard John Rauser)   >   Ten years ago, the number of Europeans in the NHL was roughly a quarter >of what it is now. Going into the 1992/93 season, the numbers of Euros on >NHL teams have escalated to the following >>> >   Please note that these numbers are rounded off, and taken from the top >25 players on each of the 24 teams. My source is the Vancouver Sun.  >   Heres the>of watching a game between an American and a Canadian team (lets say, the >Red Wings and the Canucks) and seeing names like ""Bure"" ""Konstantinov"" and >""Borshevshky"". Is this North America or isnt it? Toronto, Detriot, Quebec, >and Edmonton are particularly annoying, but the numbers of Euros on other >teams is getting worse as well.   Is the answer as simple as that you dislike russians???  >    I live in Vancouver and if I hear one more word about ""Pavel Bure, the >Russian Rocket"" I will completely throw up. As it is now, every time I see >the Canucks play I keep hoping someone will cross-check Bure into the  >plexiglass so hard they have to carry him out on a stretcher. (By the way,  >Im not a Canucks fan to begin with ;-).   >Okay, the stretcher remark was a little carried away. But the point is that >I resent NHL owners drafting all these Europeans INSTEAD of Canadians (and >some Americans). It denies young Canadians the opportunity to play in THEIR >NORTH AMERICAN LEAGUE and instead gives it to Europeans, who arent even >better hockey players. Its all hype. This ""European mystique"" is sickening, >but until NHL owners get over it, Canadian and American players will continue >to have to fight harder to get drafted into their own league.  >    With the numbers of Euros in the NHL escalating, the problem is clearly >only getting worse.  And where would canadian hockey be today without the europeans?? Dont say that the european influence on the league has been all bad for the game. I mean, look at the way you play these days. Less fights and more hockey. Imho, canadian hockey has had a positive curve of development since the 70s when the game was more brute than beauty......  >    Im all for the creation of a European Hockey League, and let the Bures >and Selannes of the world play on their own continent.  Oh, look!! You dont like Finns either....  >    I just dont want them on mine. Too bad almost all of you northamericans originates from europe.....  Hmmm... And what kind of a name is Rauser. Doesnt sound very ""canadian"" to me. ;-)  PS. When analyzing teams like Italy, France and Great Britain you find that a lot of their players are ""Canadians"" with double citizenship... DS >  >  >--  >Richard J. Rauser        ""You have no idea what youre doing."" >rauser@sfu.ca            ""Oh, dont worry about that. Were professional >WNI                          outlaws - we do this for a living."" >----------------- >""Remember, no matter where you go, there you are."" -Dr.Banzai          _________________       __________           /         _  ,     /l /         _/__()_/))_(/_/)_  _/ L/_()_/)_/)_                                    /  / ******************************************************************** * Tomas Nopp                    Tel   : +46 8 727 33 24            * * Ellemtel Telecom Systems Labs Fax   : +46 8 647 80 59            * * Box 1505                      Email : Tomas.Nopp@eua.ericsson.se * * S-125 25 ALVSJO       <------ Snailmail                          * ******************************************************************** ",0,rec.sport.hockey
" In article <1993Apr16.164811.21637@newshub.ists.ca> dchhabra@stpl.ists.ca (Deepak Chhabra)  >[...] and Ill give Fuhrs new one an honourable mention, although I havent >seen it closely yet (it looked good from a distance!).    This is the new Buffalo one, the second since hes been with the Sabres?  I recall a price tag of over $700 just for the paint job on that mask, and a total price of almost $1500.  Ouch.       --  Valerie Hammerl			Birtday -(n)- An event when friends get  hammerl@acsu.buffalo.edu	together, set your dessert on fire, then acscvjh@ubms.cc.buffalo.edu	laugh and sing while you frantically try  v085pwwpz@ubvms.cc.buffalo.edu  to blow it out.   ",0,rec.sport.hockey
" As Ive mentioned in the rules posting, I will be out of town until the day before the entry deadline, so I wont be able to respond to your messages until April 18.  I would be grateful if someone could repost the rules and instructions for the playoff pool sometime next week, for the benefit of those who missed the first two postings.  Thanks.  --  Andrew Scott                    | andrew@idacom.hp.com HP IDACOM Telecom Operation     | (403) 462-0666 ext. 253  During the Roman Era, 28 was considered old... ",0,rec.sport.hockey
" I havent seen anyone post this so I will do the honors.  Maine beat LSSU 5-4 in Milwaukee on Saturday night.  It was quite a game. Maine stormed to a 2-0 lead in the first and looked like they might run away with it.  Maines first goal came inside the first thirty seconds of the game. LSSU came back at the end of the period to cut the lead to 2-1.  LSSU came out in the second dominating the play particularly along the boards. The play went quickly with the refs running a no-holds-barred type of game. LSSU scored three more unanswered goals to lead 4-2 at the end of the second. Now it looked like LSSU might just walk away with the game.  Coach Walsh, of Maine, replaced the starting goalie Dunham with Snow, who won the game against Michigan.  Snow proved to be a much more aggressive goalie. The third period, like the second, belonged to the team behind.  Maine scored three unanswered goals in a span of five minutes after the four minute mark. They were all scored by Jim Montgomery, the tournament MVP, and all assisted by Paul Kariya.  The last minute of the game bears highlighting.  The change to Snow also proved the difference in the end.  With one minute to go and with the LSSU goalie pulled, Snow dueled with a LSSU forward in a amazing set of moves by both.  Snow won.  It was a great way to end the game.  This years three championships games were sold out last year in about one month.  The Bradley Center holds approximately 17,700.    --  +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ Douglas J. Peterson                   Have         _--____    ____ peterson@pms860.pms.ford.com            you        `   /  ----        /  Safety Laboratories Department            driven     -/- __  ____ _  / Ford Motor Company                           a    .  /  / \--/___/ \/ (313) 390-8089                                    \_/  ,\_/ /    \_/_   lately? ",0,rec.sport.hockey
" In <1993Apr18.153820.10118@alchemy.chem.utoronto.ca> golchowy@alchemy.chem.utoronto.ca (Gerald Olchowy) >In article <93106.082502ACPS6992@RyeVm.Ryerson.Ca> Raj Ramnarace <ACPS6992@RyeVm.Ryerson.Ca>>>did anyone else see this game last night ? just like a playoff game!! >>lots of hitting...but I was disappointed by the video goal judge... >>on all replays, joe murphys goal shouldnt have counted ! it didnt go in net >>!! and according to the tsn broadcasters, the video goal judge said that he >>saw the water bottle on top of the cage move so he assumed the puck went in! >>this is terrible...hope crap like this doesnt occur in the playoffs! >>the game would have ended in 2-2 tie !  >I thought the red light went on...thus, in the review, the presumption >would be to find conclusive evidence that the puck did not go in the >net...from the replays I say, even from the rear, the evidence wasnt >conclusive that the puck was in or out...in my opinion...  It seemed pretty conclusive to me.  The puck clearly hit the crossbar and then came down on the line.  And the announcers, admittedly homers, kept harping about how they ""must have had a different view upstairs"" because it was obvious to them, and, I would have thought, to anyone who saw the replay, that the puck didnt go in.  The referee originally  signalled no goal but the video replay ""judges"" initiated contact with the referee to claim that a goal was in fact scored.  This, to me, is unheard of.  Seeing stuff like this happen gives me a bad feeling about the Leaf chances this year.  cordially, as always,  rm  --  Roger Maynard  maynard@ramsey.cs.laurentian.ca  ",0,rec.sport.hockey
" In article <1993Apr22.164801.7530@julian.uwo.ca> jdnicoll@prism.ccs.uwo.ca (James Davis Nicoll)>	Hmmm. I seem to recall that the attraction of solid state record- >players and radios in the 1960s wasnt better performance but lower >per-unit cost than vacuum-tube systems. >   I dont think so at first,  but solid state offered  better reliabity, id bet,  and any lower costs would be only after the processes really scaled up.  pat  ",1,sci.space
