category,text
it-life-hack,レノボ 、 プロ ゴルファー 斉藤 愛 璃選手 オフィシャル・スポンサーシップ 契約 締結   レノボ・ジャパン 2012 年 2 月 20 日 、 プロ ゴルファー 斉藤 愛 璃選手 （ 所属 ： 程 ヶ 谷 ｃ ｃ ） 、 2012 年 3 月 1 日 2013 年 2 月 28 日 期間 、 オフィシャル・スポンサーシップ 契約 締結 する 発表 する 。    本 スポンサーシップ 、 2012 年度 内 出場 する 全て 試合 、 斉藤 選手 レノボ ロゴ 入る キャップ 、 ウェア 着用 する 、 同 ロゴ 入る キャディバッグ 使用 する 。    斉藤 愛 璃選手 、 1989 年 神奈川 県 生まれ 。 8 歳 ゴルフ 始める 、 高校 時代 日本 女子 アマチュア ゴルフ 選手権 ベスト 16 入る 、 2007 年 若干 17 歳 する ナショナル チーム メンバー 選出 する れる 。         2011 年 プロテスト 合格 。 2012 年 ツアー 出場 権 かける qt （ クォリファイングトーナメント ） 見事 31 位 入る 、 今 シーズン ほとんど 試合 出場 する こと なる 、 将来 非常 期待 する れる 選手 一 人 。     レノボ・ジャパン 、 昨年 ” do . する 人々 （ doers ） ” サポート する “ for   those   who   do ” キャンペーン 実施 する いる 、 まさに 将来 ゴルフ 界 担う 日々 精進 する れる 姿勢 ”   do . する 人々 （ doers ） ” こと オフィシャル・スポンサーシップ 契約 締結 する 運び なる 。    ■ レノボ・ジャパン 、 プロ ゴルファー 斉藤 愛 璃選手   オフィシャル・スポンサーシップ 契約 締結   -   リリース   ■ レノボ・ジャパン       ■ レノボ 関連 する 記事 もっと 見る   ・ thinkpad レノボ 、 タブレット 端末 発売 ！ 「 ideapad   tablet   a 1 」 魅力 ココ   ・ 元 ソニー ceo レノボ 社外 取締役 ！ 出井 伸之 氏 、 レノボ 取締役 就任   ・ 目 鱗 新 製品 ！ レノボ 、 携帯 できる 液晶 モニター 感動   ・ 中田 英寿 氏 ブランド 大使 ！ ideapad   tablet   k 1 発売 記念 キャンペーン    i - o   data   東芝 [ レグザ ] 対応   usb   2 . 0 / 1 . 1 接続   外 付 型 ハードディスク   2 tb   hdc - eu 2 . 0 k   [ フラストレーション フリー パッケージ ( ffp )]   アイ・オー・データ ( 2010 - 07 - 22 )   販売元 ： amazon . co . jp   クチコミ 見る
it-life-hack,ドコモ 7 . 8 mm 有機 el スマホ 開発 ！ スリム ボディ スマート フォン 「 docomo   next   series   p - 04 d 」   ドコモ 2012 年 2 月 20 日 、 防水 ・ 防塵 対応 する 、 鮮やか 美しい 有機 el ディスプレイ 搭載 する スリムボディスマートフォン 「 docomo   next   series   p - 04 d 」 開発 する こと あきらか する 。    「 docomo   next   series   p - 04 d 」 、 スリム ボディ スマート フォン 。 胸 ポケット すっきり 収まる 薄い さ 約 7 ． 8 mm 、 約 103 g スリム 軽量 ボディ 実現 する 。    この 薄い さ 実現 する 防水 ・ 防塵 対応 する 、 約 4 . 3 インチ   qhd 有機 el ディスプレイ 映像 サイト 閲覧 明るい 鮮やか 楽しめる 。   さらに 、 セキュリティ 機能 充実 。 ビジネス シーン プライベート 活用 できる スマート フォン 。    ■ 製品 情報   ■ ドコモ       ■ ドコモ 関連 する 記事 もっと 見る   ・ ついに 発売 日 決定 ！ ドコモ ディズニースマホ 「 f - 08 d 」 魅力 さぐる   ・ 発売 前 実機 チェック ！ ソニー・エリクソン 、 「 xperia   nx   so - 02 d 」 先行 展示   ・ ドコモ 、 4 機種 機能 バージョンアップ 実施   ・ ついに 発売 日 ！ xi 対応 対応 防水 大 画面 スマート フォン 「 medias   lte   n - 04 d 」 魅力    transcend   sdhc カード   16 gb   class 10   永久 保証   [ フラストレーション フリー パッケージ   ( ffp )]   ts 16 gsdhc 10 e   トランセンド・ジャパン   販売元 ： amazon . co . jp   クチコミ 見る
it-life-hack,物語 英語 力 アップ ！ オーディオ 電子 書籍 「 alice ’ s   adventures   in   wonderland 」 【 iphone チャンス 掴める 】   こんな 人 おすすめ ：   物語 英語 勉強 する 人 、 英語 読聞 かせる する 人   こんな 時 おすすめ ：   英語 本 読む とき 、 正しい 発音 一緒 物語 読む とき 、 お子様 英語 読む 聞かす する とき     アプリ 名 ： 不思議 国 アリス   ( alice ’ s   adventures   in   wonderland )　 英語 タウン クラシックストーリー・スー   カテゴリ ： 電子 書籍   価格 ： 600 円 　 （ 2012 年 2 月 29 日 170 円 ）    英語 物語 読む みる 人 、 音声 一緒 楽しめる 電子 書籍 できる 。 基本 的 単語 物語 中 出る くる 。 本物 使い方 学べる 。     oxford   bookworms ステージ ２ 、 700   headwords 、 6315 words 。   音声 つき 、 発音 わかる 。    しおり 要る 、 閉じる 所 スタート できる 。   可愛い 挿絵 つき 、 お子様 おすすめ 。    物語 出る くる 単語 クイズ なる 出る くる 。    わかる 単語 調べる 物語 読む 。    物語 楽しむ 、 英語 勉強 。 みんな 知る いる 物語 、 予測 する 英語 学べる 。   音声 つき 、 耳 英語 入る くる 。 自動 再生 、 オーディオ 書籍 使える 。   簡単 単語 、 「 こんな 言い回し ある ん 」 気づく 多い 。     ■ rainbowapps   -   iphone アプリ 開発 学ぶ   1000 人 受講 する eagle 運営 する 東京 校 一番 ！   ■ 成長 率   888 %   毎日   50 万 台 増える   android アプリ 参入 する 。 android マスター コース   ■ 人気 angrybirds 風 アプリ スーパー マリオ 風 アプリ 簡単 作れる ちゃう 。 ゲームアプリコース   ■ iphone 日 米 人気 アプリランキング チェック する rainbowapps    ■ rainbowapps 記事 もっと 読む
it-life-hack,3 秒 わかる ！ イー・モバイル 、 次世代 モバイル 通信 「 emobile   lte 」 対応 端末 一挙 紹介   イー・アクセス 、 「 emobile   lte 」 対応 端末 、 wi - fi ルーター 「 pocket   wifi   lte 」 2 機種 、 usb スティック 1 機種 2012 年 3 月 以降 順次 発売 する 。    注目 端末 一挙 紹介 する 。    ■ pocket   wifi   lte ( gl 01 p )   「 pocket   wifi   lte ( gl 01 p )」 、 大 容量 バッテリー 搭載 する wi - fi ルーター 。 「 pocket   wifi 」 ベストセラー モデル デザイン 踏襲 する 、 薄い さ 機能 性 両立 する せる 。 連続 通信 時間 約 9 時間 、 最大 10 台 wi - fi 対応 機器 同時 接続 可能 。         ■ pocket   wifi   lte ( gl 02 p )   「 pocket   wifi   lte ( gl 02 p )」 、 手のひら 収まる コンパクト サイズ wi - fi ルーター 。 連続 通信 時間 約 9 時間 、 最大 10 台 wi - fi 対応 機器 同時 接続 できる 。         ■ gl 03 d   「 gl 03 d 」 、 usb スティック タイプ データ通信 端末 。 回転 式 usb ケーブル 使用 、 省 スペース 使い勝手 よい さ 実現 する 。         なお 、 各 端末 価格 、 発売 日 予約 開始 日 、 決定 次第 順次 お知らせ する する いる 。    ■ 下り 最大 75 mbps 次世代 モバイル 通信 「 emobile   lte 」 3 月 提供 開始   -   リリース   ■ イー・アクセス       ■ イー・モバイル 関連 する 記事 もっと 見る   ・ 国内 初 xga タブレット 端末 ！ イー・モバイル 「 a 01 hw 」 狙い   ・ ついに 発売 ！ イー・モバイル 、 最速 pocket   wifi 驚く 機能   ・ ついに 発売 日 決定 ！ 国内 最 軽量 スマホ 「 pocket   wifi   sii （ s 41 hw ） 」   ・ 思う 落とし穴 ある ！ イーモバ 通話 定額 無料 カラクリ    transcend   sdhc カード   16 gb   class 10   永久 保証   [ フラストレーション フリー パッケージ   ( ffp )]   ts 16 gsdhc 10 e   トランセンド・ジャパン   販売元 ： amazon . co . jp   クチコミ 見る
it-life-hack,"psp ソックリ android 端末 登場 ！ レッド スター 、 携帯 ゲーム 機 「 jxd   5000 」 販売   レッド スター （ 2012 年 2 月 24 日 、 携帯 ゲーム 機 「 jxd   5000 」 販売 3 月 23 日 開始 する 発表 する 。   価格 、 17 , 800 円 （ 税 ・ 送料 込み ） 。 ボディ カラー 、 ブラック / ブルー / ホワイト / レッド 4 色 。    本 製品 、 5 インチ 大 画面 ディスプレイ 搭載 する 携帯 ゲーム 機 。         画面 800 × 480 ピクセル 解像度 持つ 、 fm ラジオ 、 電子 書籍 、 時刻 表示 、 カレンダー 、 アラームクロック 機能 備える 。               どこ ない 、 psp ソックリ 。    仕様   ディスプレイ :   5 . 0 インチ 、 800 × 480 ピクセル   メモリ :   4 gb   カメラ :   背面 200 万 画素   外部 ストレージ :   microsd ( 最大 32 gb )   画像 :   jpeg 、 bmp 、 tif 、 gif 、 png   ビデオ :   rm 、 rmvb 、 avi 、 wmv 、 vob 、 flv 、 dat 、 mp 4 、 mpg 、 mpeg   オーディオ :   mp 3 、 wma 、 ape 、 flac 、 wav 、 aac 、 ogg   インター フェイス :   3 . 5   mm ステレオヘッドホンミニジャック 、 usb   2 . 0 、 hdmi 出力   言語 :   日本語 、 英語 、 中国 語 、 韓国 語 、 フランス語 、 ドイツ 語 、 イタリア 語 、 オランダ 語 、 ポルトガル 語 、   スペイン 語 、 スウェーデン 語 、 チェコ 語 、 デンマーク 語 、 ポーランド 語 、 タイ 語 、 ハンガリー 語 、 ルーマニア 語 、   アラビア 語 、 インドネシア 語 、 マレーシア 語 、 ギリシャ 語 、 ベトナム 語 、 ヒンディー 語 、 トルコ 語 、 フィンランド 語 、   ノルウェー 語 、 ヘブライ 語 、 ロシア 語   機能 :   スピーカー 、 マイク 、 fm ラジオ 、 電子 書籍 、 時刻 表示 、 カレンダー 、 アラー ムク ロック   バッテリー :   充電 式 リチウム イオン 充電 池 、 2300 mah   サイズ :   194 . 5 × 83 . 2 × 16 . 1 mm   重量 :   230 g   カラー :   ホワイト / ブラック / レッド / ブルー   保証 :   1 年 保証    ■ jxd   5000 オフィシャルサイト   ■ レッド スター （ 株式会社 ゲッコー・アンド・カンパニー ）       transcend   sdhc カード   16 gb   class 10   永久 保証   [ フラストレーション フリー パッケージ   ( ffp )]   ts 16 gsdhc 10 e   トランセンド・ジャパン   販売元 ： amazon . co . jp   クチコミ 見る"
it-life-hack,大人 ユーモア 、 大人 対応 ！ 孫 社長 自分 髪の毛 コメント   ソフトバンク グループ 代表   孫 正義 氏 、 twitter 活発 発言 する いる 。 そんな 同氏 自分 髪の毛 コメント ネット 話題 なる いる 。    それ 、 突然 つぶやき 始まる 。    「 孫 社長 髪の毛 、 波風 起こる 大丈夫 ？ 」 twitter 読者 発言 、 孫 社長 、 「 立ち向かう いる 。 」 、 つぶやく 。    この つぶやき 、 下記 コメント 寄せる られる いる 。   「 要望 ツイート 。 御社 傘下 willcom 、 最近 なる 迷惑 メール 非常 多い なる 、 利用 者 大変 困る おる 、 システム 可能 対策 貧弱 、 成りすます メール 対策 。 事実 上 野放し なる いる 現状 社長 お力 なんと かす いる ？ 」   「 android gyao 見る 、 時々 音 途切れる 。 途切れる よう なる もの ？ 」   「 白戸 家 お父さん 犬 の 何故 ？ 」   「 プラチナ バンド 行方 いる 発表 ん ？ 各 社共 いっぱい いっぱい 」   「 いかす 。 」   「 いい d (^_^ o )」   「 竜巻 ？ そういう 事 いつも 答える 下さる 孫 さん 、 好き 。 」   「 孫 さん すてき 」   「 大人 ユーモア 、 大人 対応 （ m   ） 」   「 やっぱり 凄い 思う ん 。 この 経営 者 方 。 いろんな 意味 。 」    様々 意見 寄せる られる いる 。    ■ 孫 正義   ( masason )   on   twitter       ■ 孫 社長 関連 する 記事 もっと 見る   ・ その 前 やる こと ある ！ 孫 社長 画期的 構想 賛否 両論   ・ 何 大切 宝 ！ 孫 社長 幸せ 発言 ネット 話題   ・ 忘れる そう なる てる ！ 孫 社長 格言 的 言葉 話題   ・ 豪快 笑い 大好き ！ 孫 社長 人生 楽しい 発言 話題   ・ 夢 捨てる 何 為 人生 ！ 孫 社長 人生 論 共感 嵐    孫 正義   奇跡 プレゼン 　 人 動かす 23 法則   著者 ： 三木   雄 信   ソフトバンク クリエイティブ ( 2011 - 12 - 01 )   販売元 ： amazon . co . jp   クチコミ 見る
it-life-hack,excel 新規 ファイル ムダ シート 作る 【 知る 得る ・ 虎の巻 】   excel 初期 設定 、 sheet 1 〜 sheet 3 、 3 枚 シート 作る れる 。 けれど 、 見積 書 請求 書 、 ふだん 扱う 書類 1 枚 シート ある 済む こと 多い 。 余計 シート 付ける まま 提出 する 、 次 シート 記述 ある 思う れる しれる 。 けれど 、 ムダ シート 毎回 削除 する の 面倒 。 最初 1 枚 シート 作る 設定 する しまう 。    ■ 知る 得る no . 273 　 新規 ブック シート 数 1 枚 する   excel 、 新規 ブック （ 新規 ファイル ） 開く 際 作る れる シート 数 あらかじめ 決める おく こと できる 。 初期 設定 シート 数 3 枚 、 不要 1 枚 する おく 。    ● excel オプション シート 数 設定   設定 、 excel オプション 行う 。 ［ excel オプション ］ ダイアログボックス 開く 、 ［ 基本 設定 ］ ［ ブック シート 数 ］ 「 1 」 する おく （ 画面 1 ） 。      画面 1 　 ［ ファイル ］ メニュー ［ オプション ］ 開く 、 ［ 基本 設定 ］ 選択 。 ［ ブック シート 数 ］ 「 1 」 する 。     以降 、 excel 起動 直後 、 あるいは 新規 ファイル 作成 時 、 シート 1 枚 作る れる （ 画面 2 ） 。      画面 2 　 新規 ファイル 「 sheet 1 」 表示 する れる 。     これ 、 ムダ シート ある こと 気 する 、 削除 する する 手間 なる 。 もし シート 追加 する 必要 ある 、 ［ ワーク シート 追加 ］ タブ クリック する 、 ［ shift ］ +［ f 11 ］ キー 押す 追加 できる 。     編集 部 ： 池田 利夫 ＋ 岡本 奈知子 （ ジャム ハウス ）   制作 編集 ： エヌプラス   copyright   2012   livedoor .   all   rights   reserved .   ■ pc 便利 技 満載 ！ 「 知る 得る ！ 虎の巻 」 ブログ       ■ 記事 もっと みる   ・ ウェブページ イメージ 丸ごと 取り込む ワザ   ・ excel 表 必要 範囲 手早い 確実 選択 する   ・ メール 添付 する 画像 サイズ 簡単 変更 する 方法   ・ word ちょっとした 区切り 線 キーボード 引く テクニック   ・ フォルダー 中身 見る られる とき エクスプローラー 素早い 閉じる
it-life-hack,深い お詫び 申し上げる ！ 探検 ドリランド 一部 機能 停止   グリー 2012 年 2 月 20 日 、 同社 運営 する 一部 ソーシャルゲーム 、 通常 想定 数 超える ゲーム 内 アイテム （ カード ） 取得 並びに 交換 （ トレード ） 行為 確認 する れる こと 伴う 、 トレード 機能 停止 する こと あきらか する 。    同社 、   「 ご 利用 いただく いる ユーザー 皆様 、 多大 ご 迷惑 ご 心配 おかけ する こと 深い お詫び 申し上げる 。 」 、 コメント する いる 。    同社 発表 よる 、 2 月 19 日 午前 11 : 30 「 探検 ドリランド 」 ゲーム 内 トレード 機能 停止 する （ その他 機能 従来 どおり 利用 可能 ） 、 全て ユーザー 皆様 トレード 機能 停止 告知 する 。    今後 対応 、 同社 現在 、 原因 究明 行う おる 、 本件 詳細 判明 次第 、 改めて 案内 する する いる 。    なお 、 ゲーム 公平 性 保つ ため 、 禁止 行為 確認 する れる ユーザー 、 サービス 内 告知 する 上 アカウント 停止 含める 対応 する 可能 性 ある 。    本 発表 業績 与える 影響 現在 精査 中 、 影響 軽微 認識 する いる こと 。 今後 業績 影響 与える こと 判明 する 場合 、 速やか 公表 する する いる 。    ■ 当社 運営 サービス 一部 機能 一時 停止 お知らせ   ■ グリー       ■ グリー 関連 する 記事 もっと 見る   ・ gree   platform 世界 展開 加速 ！ グリー paypal 業務 提携 する 理由   ・ gree mobage 訴訟 行方 ？ dena gree 田中 氏 発言 反論   ・ 10 億 5 千 万 円 以上 損害 賠償 請求 ！ グリー kddi dena 提訴 する 理由   ・ iphone flash コンテンツ 表示 ！ グリー 、 開発 者 向け ios 向け 技術 提供    モバゲー・ gree ソーシャルゲーム 公開 する ため 知る おく こと   著者 ： アイテム   秀和 システム ( 2011 - 12 )   販売元 ： amazon . co . jp   クチコミ 見る
it-life-hack,その 前 やる こと ある ！ 孫 社長 画期的 構想 賛否 両論   ソフトバンク グループ 代表   孫 正義 氏 、 twitter 活発 発言 する いる 。 そんな 同氏 画期的 構想 ネット 話題 なる いる 。    それ 、 突然 つぶやき 始まる 。    「 アジア スーパー グリッド ん ？ 」 twitter 読者 発言 、 孫 社長 、 「 アジア 国々 送電 網 海底 ケーブル 繋ぐ しまう 構想 。   荒唐無稽 言う れる いる 案外 真面目 考える いる 。 」 、 つぶやく 。    この つぶやき 、 下記 コメント 寄せる られる いる 。   「 海 跨ぐ 超 伝導 送電 網 実現 できる 、 世界 規模 展開 。 広域 冷却 設備 コスト 採算 性 どう はじく くれる 」   「 ありえる 発想   大事 〜 ！ 」   「 初めて 聞く 。 」   「 とうとう やる の ！ ？ 」   「 ふう 。 外交 音痴 孫 さん 呆れる 果てる 。 」   「 真面目 … なんか (^_^;)   がんばる … 」   「 すごい ステキ ！ 地球 人口 半分 占める アジア 繋ぐ 架け橋 なる ！ ユーロ 圏 なる 、 アジア 圏 ！ 」   「 壮大 いい ん 。 問題 日本 中 繋ぐ こと 。 。 。   」   「 副産物 、 直流 送れる 送電 線 開発 盛ん なる 。 」   「 その 前 やる こと ある 」   「 自国 不安定 状態 更に 不安定 国々 繋ぐ メリット ？ 」   「 インフラ 国外 依存 率 上がる 日本 自体 なくなる そう 心配 」   「 韓国 原発 いい ん ？ あと 10 基 作る 言う 。 」   「 アイディア すごい の 認める そんなに 用 ない 。   」    様々 意見 寄せる られる いる 。    ■ 孫 正義   ( masason )   on   twitter       ■ 孫 社長 関連 する 記事 もっと 見る   ・ 何 大切 宝 ！ 孫 社長 幸せ 発言 ネット 話題   ・ 忘れる そう なる てる ！ 孫 社長 格言 的 言葉 話題   ・ 豪快 笑い 大好き ！ 孫 社長 人生 楽しい 発言 話題   ・ 夢 捨てる 何 為 人生 ！ 孫 社長 人生 論 共感 嵐   ・ 好き嫌い アート の ！ 孫 社長 格言 的 言葉 賛否 両論    孫 正義   奇跡 プレゼン 　 人 動かす 23 法則   著者 ： 三木   雄 信   ソフトバンク クリエイティブ ( 2011 - 12 - 01 )   販売元 ： amazon . co . jp   クチコミ 見る
it-life-hack,高 品質 レッツ ノート 工場 ！ 開発 現場 並み 検査 施設 【 デジ 通 】   パソコン 開発 工場 見学 する 経験 それほど 多い 、 どの 会社 開発 現場 開発 関係 設備 、 工場 生産 関係 する 設備 ある 、 レッツ ノート 工場 開発 現場 並 検査 施設 用意 する れる いる 。    エレクトロニクス 製品 ほとんど 中国 海外 生産 する れる 時代 、 日本 パソコン 生産 する いる 会社 いくつ ある 。 生産 言う 、 定義 どう する 異なる くる 、 最終 組み立て 含める 、 パナソニック 富士通 、 日本 hp 、 nec 行う いる 。 その 中 、 基盤 部品 取り付け 行う いる 会社 パナソニック 富士通 限る れる 。    今回 、 レッツ ノート sx 1 / nx 1 出荷 式 合わせる 工場 見学 する 、 レッツ ノート 工場 内 開発 現場 ある よう 品質 検査 設備 用意 する れる 、 品質 管理 徹底 する いる こと よく わかる 。    ■ タフ 高 品質 レッツ ノート 工場   レッツ ノート タフ 長時間 駆動 高性能 特徴 ある 、 持ち運び 負荷 かかる 環境 壊れる こと ほとんど 無い 言う れる いる 。 実際 製品 使う みる 剛性 高い さ 実感 できる 。    これ 、 単に タフ 設計 、 高 品質 国内 生産 来る いる 言う れる いる 。    一般 的 日本 製 品質 高い する れる いる 、 品質 管理 しっかり する いる 、 どこ 国 生産 する 品質 自体 変わる はず 。 しかし 、 レッツ ノート 工場 生産 関係 無い 落下 試験 環境 試験 、 電波 暗室 、 開発 現場 ある よう 設備 工場 内 用意 する れる いる 。    生産 現場 内 これら 設備 ある こと 、 実際 生産 する 製品 テスト その 場 可能 なる 。 通常 、 電気 的 動作 確認 製造 時 全数 検査 する れる 、 実機 タフ 性能 検査 その 場 できる 生産 現場 意識 高い なる 、 数字 表れる 部分 より 高 品質 生産 できる いる の 。    また 、 主 国内 向け 生産 する いる レッツ ノート カスタマイズ すべて 国内 行える 、 より 迅速 納期 対応 できる の 国内 生産 最大 利点 言える 。    しかし 、 レッツ ノート カスタマイズ 言う 、 カスタマイズ 項目 多い わけ 無い 。 新しい レッツノート sx 1 / nx 1 バッテリー ac アダプター 選択肢 増える いる 、 今後 カスタマイズ 項目 、 さらなる サービス 拡充 期待 する 。      熱 湿度 様々 環境 動作 検証 する 環境 試験 ( パナソニック 提供 )        落下 試験 ( パナソニック 提供 )      ■ レッツ ノート sx 1    上倉 賢   @ kamikura   [ digi 2 ( デジ 通 )]     digi 2 「 デジタル 通 」 略 。 現在 デジタル 機器 使いこなす 難しい なる いる 。   皆さん デジタル 機器 「 通 」 近づく ため 情報 、 皆さん すこし 通 執筆 陣 提供 する 。     ■ it ライフハック twitter    ■ デジ 通 記事 もっと 見る   ・ サービス 終了 後 どう なる ！ 電子 書籍 永遠 読める の   ・ インテル   ssd   520 mac 装着 ！ 旧式 mac どれ 高速 化 する の   ( 上 )   ・ os 変わる 使い勝手 同じ ！ ハイブリッド pc 今後 ？   ・ mac ファイル 操作 もっと 便利 ！ finder 機能 アプリ 強化   -   mac 必須 アプリ   ( 3 )    【 キヤノン 純正 インク 】 キャノンインクタンク   5 色 マルチ パック   bci - 321 + 320 / 5 mp   キヤノン   販売元 ： amazon . co . jp   クチコミ 見る
