category,text
baseball,"  Hrm. Sandy Alomar, 24 year old rookie: 132 games, .290/.326/.418. Threw out a few baserunners. Benito Santiago, 22 year old rookie: 146 games, .300/.324/.467. He threw out a few baserunners, too. Ivan Rodriguez, *20* year old rookies: 88 games, .264/.276/.354. Didn't exactly suck behind the plate.   True. Which only makes it more important to realize when you have one of the few. Lopez' season last year, adjusted to major league equivalencies, was .306/.330/.472, 15 HRs. How bad does he have to be behind the plate for that to not be better than Olson's .238/.316/.328?   I would not admire hitting against [Ryne] Duren, because if he ever hit you in the head you might be in the past tense.  - Casey Stengel "
baseball,"  I wondered the same thing.  When he first mentioned it, I thought he was just making a mistake but then he said it over and over.  And then in the examples from other years, he gave stats for players from both leagues even when only one league expanded.  So (since stats *NEVER* lie :-) ), I guess there is an effect on both leagues because the expansion draft takes talent from both leagues equally making  every team in both leagues dilute their major league talent by calling up players that, normally, they would not have had there not been expansion.  Make sense? "
baseball, Here is the Colorado Rockies openning day cast:  Pitchers
baseball," Greetings baseballers,    I have a choice of two more or less identical conferences to attend, one in  Denver, and one in Dallas, both May 24-28. Could some kind Rockies or Rangers  (they DO play in the Dallas area, right?) fans please let me know if there  are home dates for that week. I'd love to catch a game.   Thanks,  Shawn "
baseball," The O's just lost to the Rangers a few minutes ago I was not too happy about the pitching of Rick Sutcliffe (6 runs in 6 innings, 5 in the 3?) This puts me in remembering the 1990 O's season. After '89 we didn't do much over winter and we wound up in 5th. Now I know that Mussina, McDonald, and Rhodes are better pitching prospects than Ballard and Milacki but are any other Oriole fans scared out there?  Admiral Steve C. Liu  P.S. Other scores as of now. Cincy over Montreal, 2-1 I think FLORIDA IS LEADING LA 6-3 IN THE 8TH! Braves vs. Cubs, 1-0 in the 8th. Futility of Cubs batting haunting them. Yanks beat the Tribe I believe."
baseball," writes: (Shannon Reeves Cntr. for Ed. Tech) writes:  wondering  Do you mean Juan Berenguer?  He was traded for Mark Davis in the middle of last season.  Exchanged one stiff for another, as Berenguer hadn't come back from his injury in 91.  I think he's retired now.  Anyhow, as middle relief, Marvin ain't that bad.  He at least can pitch a couple of innings or do mop-up work.  I don't know much about McMichael (was he the Mexican League guy?), but everybody else in the pen is a 1 inning man, except maybe Mercker.  "
baseball,"  Well, maybe it will be.  Banks is a 24 year-old prospect who ""hasn't  matured as quickly as they would have liked.  Mahomes is a 22 year-old  who is very highly touted.  Tapani and Erickson are also young, and  have looked very good this spring.  The last spot was between Jim  Deshaies, formerly of Houston and S.D. and Mike Trombley.  Deshaies  hasn't looked very good this spring, so I believe that the spot has  gone to Trombley, although they hadn't wanted 3 starters this unproven.  I personally believe very highly in Mahomes and Trombley.   Well, Scott Leius is the shortstop.  He played mostly 3B last year, but  was a SS in the minors, and moved back after Gagne left to K.C.  3B is  split (maybe) between Pagliarulo, who has had a great spring, and Terry  Jorgenson, a good looking kid who has languished in Portland for 3  years.  I'm not sure how the time will be divided, but they seem to be  happy with what they have here.  I like Jorgenson, but I fear they  might give too much time to Pags.    Sorry, can't help you here.  Dennis  "
baseball,"   Well, as long as folks are sharing their esteemed wisdom, Li'l Karnak sez:   AL West  AL East  NL West  NL East   1) Chicago 1) Toronto 1) Atlanta 1) St. Louis  2) Texas 2) New York 2) Cincinnati 2) Montreal   3) Minnesota 3) Baltimore 3) Houston 3) New York   4) Oakland  4) Boston 4) Los Angeles 4) Philadelphia  5) Seattle 5) Detroit 5) San Diego 5) Pittsburgh   6) Kansas City 6) Milwaukee 6) San Fran.  6) Chicago   7) California 7) Cleveland 7) Colorado 7) Florida     Details to follow later. Pick it apart as you like.     Also, if anyone is still taking entries for prediction pools/contests, could you snag mine and add it to the list? Thanks.     I'm just glad it's opening day; makes up a little bit for the gloom/doom weather patterns here.     Lundy,  "
baseball,"   :    Watch us soar in 1993!   Shouldn't that be 'Watch us stoned in 1993!'? :)  or maybe 'Watch us suck in 1993!'  or even 'Watch us sore in 1993!'  Matt   Montgomery              'No, really I *like* the Phillies'  "
baseball," I am interested in uncovering statistics on Boston Red Sox players from March 1992 - present.  I want to look at changes in batting average, hits, multi-hit games, runs, stolen bases, and on base % during every game.  Where can I find this information?  Do any sports magazines log this info or do I have to go directly to the ball club? Thanks for the info.  Kip "
baseball," Being a baseball fan and a fan of the above mentioned band I was wondering if anyone could clue me in on whether the Dead (or members of) sang the national anthem at todays Giant opener?  I would imagine that it is a bit too early for anyone to know, but an answer would be greatly appreciated.                Curious,                    Robert"
baseball,"   Well, it really isn't this cut and dry, but as a Jay fan the thing I feared worst has happened. The Yanks sent down Williams G and are going to start Williams B in CF.   I also believe they kept Wickman and Millitello in their rotation, which is much nicer than that Kaminiecki and Mike Witt combo I thought they'd throw out their to the slaughterhouse because of their ""experience"". Granted, Witt ""might"" be good, but I think that they used rationale to keep the youngsters up and not given the job to Witt because he was a good pitcher and has experience.   The Yanks are showing that they are taking positive strides forwards; the Jays with the loss of Dave Stewart are looking at gigantic holes in their pitching staff.   The Orioles should also be there in the end.....        Gord Niguma       (to salvage the season,       let JJ Olerud win MVP) "
baseball,"       BO JACKSON 1963             1988 KCR    437  106  16   4  23   28   29   7  .253   67  .243  .288  .455   1989 KCR    517  134  19   5  33   41   27  10  .274   92  .259  .314  .507   1990 KCR    405  110  17   1  27   44   16   9  .286   77  .272  .343  .519   1991 CWS     71   16   3   0   3   12    0   1  .240   10  .225  .337  .394     MAJ      1430  366  55  10  86  125   72  27  .270  246  .256  .316  .489     MAJ       598  153  23   4  36   52   30  11  This is what Jackson looked like in 88-91, with everything converted to a neutral park, on the basis of run production. His equivalent average started at .253 in 88, was up to .274 in 89 and 286 in 90. So let us say he had established, in his last two seasons, a .280 level of play.  That is good. Very good, in fact. But it probably doesn't make the top ten in the league. The 10th best EQA in the AL in 1992 was Dave Winfield's .296; Thomas was first at .350. First in the NL was Bonds, an incroyable .378; tenth was Bip Roberts, .297. But .280 is better than any season in the past five years by Joe Carter; it is about what Mattingly had in 1988 (.285); what Felix Jose had the last two years; just ahead of Time Raines' five-year average; better than Ryan Klesko's MLEs.   He got more attention from the media than was warranted from his baseball playing, though; his hype was a lot better than his hitting. That is the basis for the net.comments about him being overrated. The media would have you beleive he was a great hitter. I think he was a good, maybe very good hitter. He was IMO, something like the 30th best hitter in the majors.  Clay D. "
baseball,"    The same Bill James? Why do you say that? It sounds like you're suggesting  Bill James had something to do with overhyping the kid to death. Au contraire; he was fairly critical of him after his ROY campaign, noting that he wasn't all-world as a catcher or a hitter. He called him basically average when everyone *else* in the media was predicting the next Johnny Bench or Roy Campanella.      Which reports are those?      I like Hernandez a lot, but if Piazza can catch the ball, you've gotta play him IMHO. He's a much better hitter, although Hernandez isn't a *bad* hitter. Right now, it sounds like Piazza will catch most of the time and Hernandez will be Candiotti's caddy since he can catch the knuckler. As long as they play up to their abilities, the Dodgers could have a very good catching tandem.       I think both are overrated defensively (see Nichols' Law of catcher defense), but that's something that's difficult to prove or disprove from your viewpoint or mine. About the only tangible thing we can look at is opponent's SB%, and that's clouded by how well your pitchers hold runners. Catchers ERA is a possibility, but it's subject to way too many biases.     As for them 'playing on a team that is not so much in need of another big bat', I disagree here too. About the only chink in the Braves' armor is that they're weak offensively at several positions (CF, C, 2B, SS if Belliard plays, 1B unless Bream and Hunter form another super-platoon) and very weak  defensively if Blauser plays. I'd like to see the Braves give at least one of Mel Nieves, Javy Lopez or Chipper Jones a shot, but much like the talent-rich Jays of recent years they'll be conservative and stick with what they have.  I'm not saying that's wrong, just conservative.   "
baseball,"  Could be. There is a Jayson Stark that writes weekly for some press syndicate  and also for Baseball America.   Stark has done this sort of thing, but he has never been serious about it. He usually states that this sort of projection is useless at the top of  such columns. I think he did it one season and some manager was ""projected""  to be thrown out of 60 games and some hitter could expect to be plunked  150 times.  Stark does some really funny stuff. His weekly baseball reviews are good  collections of strange things that happened during the previous week. He  also regularly prints Kinerisms.  ============================= "
baseball,"    That brings up an interesting point. Anyone else catch ESPN's piece about prospects and the relationship between age, career length, MVPs and Hall of Fame members? It was part of their preseason special. Basically, they looked  at players that had amassed 1000 plate appearances (or ABs) by the time they were 24, and noticed some interesting things.     For starters, they found out such players comprised the majority of MVPs in the history of the game. They also found out such players represented the majority of the players in the hall of fame. The kicker, though, was that they actually did some number-crunching and found that such players' careers lasted much longer than the careers of players not in that group. They also   found that these players produced at both a greater level of performance and produced over twice the raw totals (HRs, etc) of the other players. The first group outhit the second something like .282 to .260 in raw BA, and blew away the second group in such categories as HRs, 2Bs, RBIs, etc.     It was the most impressive thing I've seen on ESPN in recent memory.     I guess Ray Knight makes his rebuttal tonight.   "
baseball, BoSox 3     Royals 1  WP: Clemens (1-0) LP: Appier  (0-1)  Key Hit:  Mike Greenwell's 2 out tripple with bases loaded.   
baseball," Bob Gajarsky - Hobokenite writes:  Bob, I think that Stark does this sort of thing as a joke, not as a serious prediction.  I don't really see why we should shoot him for that.  The guys who ought to be shot are the ones who keep claiming how great the Royals' chances are in the AL West, since all evidence indicates that they aren't joking and actually believe it.  "
baseball,"  Wow.  ESPN can repeat eleven-year-old Bill James research.  (Literally. Check the 1982 Abstract.)     Perhaps in 2004 they'll be as reliable as an average SDCN.   Oops, maybe not."
baseball,"  Actually, I was simply relaying the reasoning of this so-called genius BW writer.  I agree.  The reasoning was foolish.    Next time, before you say something foolish, be aware what you are responding to.  BTW, 94 wins.  Very funny.                                                                    P. Tierney "
baseball,"  Usually one or two teams changes their logo or a minor uniform change per season, but the past few seasons have been incredible.  Any thoughts on the new (old) Reds uniforms.  I remember seeing a Pete Rose rookie card, and unless I miss my guess he was wearing the exact same duds.    The Mets (HOW ABOUT DOC'S PERFORMANCE TODAY?!!!!!) have reinserted the Mets patch on the shoulder, and changed the Mets insgnia on the front of the jersey.  To my knowledge it is the first time that has been changed since 1962, and it reminds me a little of the Dodger logo.    Many teams have opted for a return to a previous style of uniform, or at least uniforms that look more traditional. (Phillies, Reds, Expos, White Sox, Padres, etc.) and the once bright colors have been altered to gray.  The trend has also seen the newer baseball fields resembling the parks of the early years, as opposed to the cookie-cutter saucer stadiums construcrted throughout the sixties.  With salaries now reaching unbelievable highs, no one in the comissioner's office, and inter-league play on the horizon, it's nice to see that baseball at least looks like it was meant to be.  "
baseball, Ted Frank's list of underpaid players was this:  What do all of these players have in common?  They do not qualify for  arbitration.  They were never free agents.  It's called the reserve clause.  Look it up.  And a year from now we will whine about how several of these guys are way  overpaid and getting outrageous raises in arb.  Humbug.  
baseball," Does anyone have a list of Vegas odds for teams making the World Series?  I'd appreciate a mailing.  Thanks,  "
baseball,"          April 1, 1993   I am participating in an NL-league that uses standard Rotisserie rules except that the following catagories are used:  For position players:  lowest batting average  strike-outs  caught-stealing  errors  For pitchers:  losses  blown saves  higest ERA  'taters allowed  This is the fifth year that I've participated in this Blowtisserie league.  Last year I won the pennant due primarily to the fact that I had terrible pitching.  I would like to lower my batting average which is rather high because I do have Jose Offerman (who made up for this by helping me lock first place in errors).  Anyway, someone offered:  Andres Gallaraga for Bud Black  I can afford to give up Bud Black because I still have Kyle Abbott. However, I am afraid of Andres actually doing well this season. Should I make the trade or not?  Your comments will be appreciated. "
baseball," I just wanted to let everyone know that I have lost what little respect I have for Jim LeFebvre after seeing today's Cubs game. First of all how could he start Maldonado over May. After the way May played at the end of last year and the way he tore up the Cactus League how could you let him sit the bench? Not to mention that a right hander (Maddux) started. I really blew my top when Lefebvre pinch hit for Rick Wilkins with TOMMY SHIELDS! How can you do that just because of the lefty-righty thing, too much is made of that. Wilkins is twice the hitter that Shields is. Then the next batter was Jose Vizcaino, one of the weakest hitters I have ever seen, and who had looked terrible at bat all day, and Lefebre let him hit, while May still sat the bench. I think even Arnie Harris was stunned by this because he showed May sitting in the dugout while Vizcaino was batting. Face it Lefebvre has got to be the worst manager in baseball.       A dishard Cub fan "
